1714825471.069000,1.000000,2
1714825471.123040,2.000000,2
1714825471.177964,2.500000,2
1714825471.179002,3.000000,2
1714825471.179003,3.333333,2
1714825471.204080,1.000000,2
1714825471.229088,1.000000,2
1714825471.232487,2.000000,2
1714825471.234555,2.500000,2
1714825471.235623,3.000000,2
1714825471.281677,1.000000,2
1714825471.287681,2.000000,2
1714825471.289775,2.500000,2
1714825471.291840,3.000000,2
1714825471.335045,1.000000,2
1714825471.343101,2.000000,2
1714825471.344167,2.500000,2
1714825471.346208,3.000000,2
1714825471.398423,3.333333,2
1714825471.398486,3.666667,2
1714825471.401475,4.000000,2
1714825471.451375,4.250000,2
1714825471.453469,4.500000,2
1714825471.456602,4.750000,2
1714825471.456617,5.000000,2
1714825471.456618,5.200000,2
1714825471.456619,5.400000,2
1714825471.456619,5.600000,2
1714825471.510972,5.800000,2
1714825471.511041,6.000000,2
1714825471.514004,6.166667,2
1714825471.516099,6.333333,2
1714825471.516138,6.500000,2
1714825471.564746,6.666667,2
1714825471.567137,6.833333,2
1714825471.569509,7.000000,2
1714825471.569570,7.142857,2
1714825471.571596,7.285714,2
1714825471.574694,7.428571,2
1714825471.618931,7.571429,2
1714825471.621969,7.714286,2
1714825471.623036,7.857143,2
1714825471.624171,8.000000,2
1714825471.626198,8.125000,2
1714825471.628388,8.250000,2
1714825471.628409,8.375000,2
1714825471.674106,8.500000,2
1714825471.676152,8.625000,2
1714825471.676164,8.750000,2
1714825471.678222,8.875000,2
1714825471.679323,9.000000,2
1714825471.679327,9.111111,2
1714825471.679327,9.222222,2
1714825471.679328,9.333333,2
1714825471.679329,9.444444,2
1714825471.679329,9.555556,2
1714825471.679330,9.666667,2
1714825471.679330,9.777778,2
1714825471.733356,9.888889,2
1714825471.735483,10.000000,2
1714825471.735525,10.100000,2
1714825471.738580,10.200000,2
1714825471.740713,10.300000,2
1714825471.740758,10.400000,2
1714825471.743820,10.500000,2
1714825471.745891,10.600000,2
1714825471.746991,10.700000,2
1714825471.786376,10.800000,2
1714825471.788456,10.900000,2
1714825471.790549,11.000000,2
1714825471.791625,11.100000,2
1714825471.793682,11.190909,2
1714825471.795780,11.281818,2
1714825471.796830,11.372727,2
1714825471.798885,11.463636,2
1714825471.800963,11.554545,2
1714825471.804074,11.645455,2
1714825471.840444,11.736364,2
1714825471.842532,11.827273,2
1714825471.842586,11.918182,2
1714825471.845602,12.009091,2
1714825471.847737,12.092424,2
1714825471.847774,12.175758,2
1714825471.850850,12.259091,2
1714825471.852910,12.342424,2
1714825471.852967,12.425758,2
1714825471.856021,12.509091,2
1714825471.858187,12.592424,2
1714825471.893622,12.675758,2
1714825471.895697,12.759091,2
1714825471.897751,12.842424,2
1714825471.898833,12.925758,2
1714825471.900939,13.009091,2
1714825471.903018,13.086014,2
1714825471.906081,13.162937,2
1714825471.907146,13.239860,2
1714825471.907178,13.316783,2
1714825471.908226,13.393706,2
1714825471.910296,13.470629,2
1714825471.912367,13.547552,2
1714825471.947847,13.624476,2
1714825471.950009,13.701399,2
1714825471.950056,13.778322,2
1714825471.953073,13.855245,2
1714825471.955135,13.932168,2
1714825471.955161,14.009091,2
1714825471.957233,14.080519,2
1714825471.959437,14.151948,2
1714825471.959467,14.223377,2
1714825471.962487,14.294805,2
1714825471.964572,14.366234,2
1714825471.965641,14.437662,2
